stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,country,plk_secondary_id
48082,Szydłowiec,51.20800654822,20.92344117791,0,,,,
48124,Lipowe Pole,51.15507722674,20.90104708466,0,,,,
48132,Marcinków,51.09334359238,20.97997614605,0,,,,
48165,Wąchock,51.08016466726,21.01555198409,0,,,,
48173,Starachowice,51.05147535154,21.05816631434,0,,,,
48181,Starachowice Wschodnie,51.04173127118,21.07907576336,0,,,,
48199,Starachowice Michałów,51.01494618865,21.1088913667,0,,,,
48231,Suchedniów,51.04627759458,20.84977392972,0,,,,
48249,Suchedniów Północny,51.06518560671,20.84916,0,,,,
48264,Berezów,51.02371297115,20.83616670992,0,,,,
48272,Bliżyn,51.11054789694,20.756864537,0,,,,
48298,Gilów,51.11947194438,20.73002097845,0,,,,
48306,Brzask,51.09711730716,20.80366553676,0,,,,
48314,Skarżysko Milica,51.10821053049,20.85108516455,0,,,,
48355,Radom Główny,51.39107956687,21.1559020539,0,,,,
48363,Radom Stara Wola,51.43885743411,21.18482433002,0,,,,
48371,Lesiów,51.4796862068,21.19367905753,0,,,,48439
48413,Trablice,51.34947519654,21.10111331284,0,,,,
48421,Bartodzieje,51.52527046727,21.17807355093,0,,,,
48447,Wola Bierwiecka,51.54317667435,21.17728588095,0,,,,
48454,Wolanów,51.35331265666,21.00001151653,0,,,,
48462,Radom Potkanów,51.35299637393,21.10208629489,0,,,,
48470,Kończyce Radomskie,51.3490519905,21.0455692209,0,,,,
48504,Warka,51.79312701868,21.16958188228,0,,,,
48520,Dobieszyn,51.63089150185,21.1764103067,0,,,,
4853,Sycewice,54.41460871045,16.85001036272,0,,,,
48546,Grabów nad Pilicą,51.74209128669,21.1821165129,0,,,,
48561,Strzyżyna,51.69356208905,21.17268030919,0,,,,
48587,Kruszyna,51.57986376928,21.17896529084,0,,,,
48595,Chynów,51.90275271757,21.10068733862,0,,,,
4861,Reblino,54.43066274557,16.91826427815,0,,,,
48611,Sułkowice,51.92586555806,21.09267034722,0,,,,
48629,Krężel,51.87150391627,21.11143213625,0,,,,
48637,Michalczew,51.84388534376,21.12086769577,0,,,,
48645,Gośniewice,51.81633866923,21.13979760517,0,,,,
48702,Pionki,51.47985027274,21.46270458665,0,,,,
48736,Pionki Zachodnie,51.47189826741,21.44120349934,0,,,,
48744,Jedlnia Kościelna,51.45543381524,21.40840172157,0,,,,
48751,Jedlnia Letnisko,51.42967177899,21.32776322552,0,,,,
48769,Antoniówka,51.42466541835,21.27849884904,0,,,,
48777,Rajec Poduchowny,51.41516018465,21.25362638161,0,,,,
48785,Żytkowice,51.48305076941,21.55701980622,0,,,,
4879,Wrześnica,54.40297353584,16.77838253358,0,,,,
48801,Przysucha,51.37805592715,20.6587555324,0,,,,
